Method,Round,Expected Reward,Regret,Real Reward,Cumulated Expected Reward,Cumulated Regret,Cumulated Real Reward
Expected Reward,0,2.0897810094489486,0.0,2.117015882873891,2.0897810094489486,0.0,2.117015882873891
Expected Reward,1,2.0897810094489486,0.0,2.0727989448871176,4.179562018897897,0.0,4.189814827761008
Expected Reward,2,2.0897810094489486,0.0,2.093534191398572,6.269343028346849,0.0,6.2833490191595835
Expected Reward,3,2.0897810094489486,0.0,2.113691999598429,8.359124037795794,0.0,8.397041018758006
Expected Reward,4,2.0897810094489486,0.0,2.0395094900146997,10.448905047244741,0.0,10.436550508772706
Expected Reward,5,2.0897810094489486,0.0,2.089241122334284,12.538686056693699,0.0,12.525791631106992
Expected Reward,6,2.0897810094489486,0.0,2.103935013356536,14.628467066142635,0.0,14.629726644463512
Expected Reward,7,2.0897810094489486,0.0,2.1263161816347838,16.71824807559159,0.0,16.756042826098298
Expected Reward,8,2.0897810094489486,0.0,2.0777060130452756,18.808029085040495,0.0,18.833748839143574
Expected Reward,9,2.0897810094489486,0.0,2.0269723035858975,20.897810094489483,0.0,20.860721142729474
Expected Reward,10,2.0897810094489486,0.0,2.052229475624712,22.98759110393843,0.0,22.91295061835418
Expected Reward,11,2.0897810094489486,0.0,2.1387852479320233,25.077372113387398,0.0,25.05173586628621
Expected Reward,12,2.0897810094489486,0.0,1.9969200260040145,27.16715312283627,0.0,27.048655892290252
Expected Reward,13,2.0897810094489486,0.0,2.069246090959425,29.25693413228527,0.0,29.11790198324966
Expected Reward,14,2.0897810094489486,0.0,2.1043022146549957,31.34671514173418,0.0,31.222204197904627
Expected Reward,15,2.0897810094489486,0.0,2.1271213203130253,33.43649615118318,0.0,33.34932551821761
Expected Reward,16,2.0897810094489486,0.0,2.078291405343328,35.52627716063211,0.0,35.42761692356097
Expected Reward,17,2.0897810094489486,0.0,2.090656692762762,37.61605817008099,0.0,37.5182736163237
Expected Reward,18,2.0897810094489486,0.0,2.0514951685791787,39.70583917952998,0.0,39.56976878490292
Expected Reward,19,2.0897810094489486,0.0,2.1457854216164254,41.795620188978965,0.0,41.7155542065194
Expected Reward,20,2.0897810094489486,0.0,2.056169546525714,43.88540119842792,0.0,43.771723753045094
Expected Reward,21,2.0897810094489486,0.0,2.125477225069241,45.975182207876856,0.0,45.897200978114384
Expected Reward,22,2.0897810094489486,0.0,2.068158386510053,48.064963217325754,0.0,47.965359364624454
Expected Reward,23,2.0897810094489486,0.0,2.057551921564568,50.154744226774795,0.0,50.02291128618896
Expected Reward,24,2.0897810094489486,0.0,2.177624113039654,52.24452523622374,0.0,52.20053539922863
Expected Reward,25,2.0897810094489486,0.0,2.048401842453429,54.33430624567255,0.0,54.24893724168203
Expected Reward,26,2.0897810094489486,0.0,2.0771761929431114,56.42408725512162,0.0,56.32611343462518
Expected Reward,27,2.0897810094489486,0.0,2.125611761914414,58.51386826457053,0.0,58.45172519653954
Expected Reward,28,2.0897810094489486,0.0,2.1073287128690437,60.60364927401949,0.0,60.55905390940858
Expected Reward,29,2.0897810094489486,0.0,2.155825325815805,62.69343028346836,0.0,62.71487923522437
Expected Reward MLE,0,0.8467475467980778,1.2430334626508681,0.8312929336699473,0.8467475467980778,1.2430334626508681,0.8312929336699473
Expected Reward MLE,1,0.9679467698213757,1.1218342396275711,1.0706977131584354,1.8146943166194536,2.3648677022784357,1.9019906468283845
Expected Reward MLE,2,1.086241179531985,1.0035398299169618,1.078321635753027,2.9009354961514435,3.3684075321953992,2.9803122825814126
Expected Reward MLE,3,1.1532796224382726,0.9365013870106746,1.070038020338894,4.054215118589717,4.304908919206067,4.050350302920309
Expected Reward MLE,4,1.2456151395654276,0.8441658698835204,1.2305777972276852,5.299830258155145,5.149074789089595,5.280928100147986
Expected Reward MLE,5,1.3387529135692506,0.7510280958796968,1.2830006295207357,6.638583171724385,5.900102884969297,6.563928729668716
Expected Reward MLE,6,1.387002457527664,0.7027785519212854,1.3696497834524146,8.025585629252054,6.60288143689058,7.9335785131211285
Expected Reward MLE,7,1.4390965432622373,0.650684466186708,1.4357738266953077,9.464682172514294,7.253565903077282,9.369352339816446
Expected Reward MLE,8,1.4748076552346163,0.6149733542143301,1.5230150756128942,10.939489827748899,7.868539257291618,10.892367415429346
Expected Reward MLE,9,1.5026429533532173,0.5871380560957288,1.532319821362695,12.44213278110213,8.45567731338735,12.424687236792032
Expected Reward MLE,10,1.5180413106975519,0.5717396987513942,1.521158851585928,13.960174091799674,9.027417012138736,13.945846088377946
Expected Reward MLE,11,1.5386191461058474,0.5511618633431001,1.5058030175687647,15.498793237905502,9.578578875481837,15.451649105946718
Expected Reward MLE,12,1.5456343471387761,0.5441466623101693,1.5091393555378168,17.04442758504431,10.122725537792004,16.96078846148456
Expected Reward MLE,13,1.5684257297654203,0.5213552796835267,1.5148301952762762,18.6128533148097,10.64408081747554,18.475618656760822
Expected Reward MLE,14,1.5810186078813777,0.508762401567568,1.593234296960514,20.193871922691088,11.1528432190431,20.068852953721365
Expected Reward MLE,15,1.586449447405736,0.5033315620432105,1.6353390577120728,21.780321370096836,11.656174781086323,21.70419201143343
Expected Reward MLE,16,1.6134585653828486,0.47632244406609764,1.6497557121906365,23.39377993547967,12.132497225152408,23.35394772362409
Expected Reward MLE,17,1.616026032341548,0.47375497710740017,1.5593726584265815,25.009805967821247,12.606252202259796,24.913320382050657
Expected Reward MLE,18,1.616241235730349,0.473539773718599,1.6719183879917,26.62604720355153,13.079791975978402,26.58523877004238
Expected Reward MLE,19,1.6252356948851818,0.4645453145637653,1.6818998111830659,28.25128289843673,13.544337290542177,28.267138581225453
Expected Reward MLE,20,1.6314890426846762,0.45829196676427225,1.5734494516884652,29.8827719411214,14.002629257306436,29.840588032913892
Expected Reward MLE,21,1.636611131930813,0.4531698775181341,1.6660621097572883,31.519383073052232,14.455799134824586,31.506650142671173
Expected Reward MLE,22,1.6523792649457285,0.4374017445032186,1.6947221239745984,33.17176233799798,14.893200879327816,33.20137226664579
Expected Reward MLE,23,1.6625091796713174,0.42727182977763045,1.7490511424242803,34.8342715176693,15.320472709105452,34.95042340907002
Expected Reward MLE,24,1.6768947750465792,0.41288623440236794,1.6708787143720913,36.51116629271587,15.733358943507818,36.621302123442085
Expected Reward MLE,25,1.6757184637010534,0.4140625457478933,1.6358122489640612,38.18688475641695,16.147421489255695,38.257114372406214
Expected Reward MLE,26,1.688356288498744,0.40142472095020376,1.6355427084514644,39.87524104491563,16.54884621020592,39.89265708085765
Expected Reward MLE,27,1.6834545553936016,0.4063264540553463,1.6672095592884724,41.55869560030934,16.95517266426125,41.559866640146076
Expected Reward MLE,28,1.6900585189235526,0.39972249052539405,1.7307787032502133,43.2487541192328,17.354895154786657,43.29064534339632
Expected Reward MLE,29,1.6933664957496126,0.39641451369933445,1.7292814794128157,44.94212061498239,17.75130966848601,45.01992682280916
Epsilon Greedy,0,0.8818253018028734,1.207955707646073,0.8926133179835666,0.8818253018028734,1.207955707646073,0.8926133179835666
Epsilon Greedy,1,0.969362652752109,1.120418356696837,0.9610066955973781,1.8511879545549825,2.3283740643429085,1.8536200135809469
Epsilon Greedy,2,1.0684499403336163,1.0213310691153308,0.9847400785975454,2.9196378948885995,3.349705133458238,2.8383600921784944
Epsilon Greedy,3,1.1339379606294293,0.9558430488195175,1.1605558487098264,4.053575855518031,4.305548182277759,3.9989159408883204
Epsilon Greedy,4,1.2479828279293612,0.8417981815195867,1.2604392803430808,5.301558683447393,5.147346363797339,5.259355221231398
Epsilon Greedy,5,1.3160704618388128,0.7737105476101345,1.3136351146661513,6.617629145286196,5.921056911407476,6.57299033589755
Epsilon Greedy,6,1.3574465377145364,0.7323344717344109,1.4262570881338539,7.975075683000741,6.6533913831419,7.999247424031406
Epsilon Greedy,7,1.3737973155157113,0.7159836939332354,1.4314991551499163,9.34887299851643,7.369375077075129,9.430746579181335
Epsilon Greedy,8,1.3859868802156474,0.7037941292333,1.403011882160152,10.734859878732086,8.073169206308428,10.83375846134148
Epsilon Greedy,9,1.4330358436526751,0.6567451657962702,1.4416995030296096,12.167895722384767,8.729914372104687,12.275457964371084
Epsilon Greedy,10,1.4531272557944266,0.6366537536545194,1.455611515725061,13.621022978179203,9.366568125759203,13.731069480096133
Epsilon Greedy,11,1.4650725929092991,0.6247084165396463,1.454674847001526,15.086095571088496,9.99127654229886,15.185744327097668
Epsilon Greedy,12,1.4996310582553392,0.5901499511936078,1.5235087589045926,16.585726629343842,10.581426493492462,16.709253086002246
Epsilon Greedy,13,1.500664227539492,0.5891167819094553,1.5406011479620962,18.08639085688334,11.170543275401908,18.249854233964335
Epsilon Greedy,14,1.5256213015310711,0.5641597079178763,1.5387049632636618,19.612012158414412,11.734702983319796,19.788559197228015
Epsilon Greedy,15,1.5380623598832601,0.5517186495656876,1.4934798073654723,21.150074518297647,12.286421632885492,21.282039004593518
Epsilon Greedy,16,1.559413629281453,0.530367380167495,1.541008836078152,22.70948814757909,12.816789013052983,22.82304784067162
Epsilon Greedy,17,1.5676785122704748,0.5221024971784712,1.548149024304559,24.277166659849566,13.33889151023148,24.371196864976184
Epsilon Greedy,18,1.5928228237666013,0.4969581856823453,1.6010126761918182,25.869989483616173,13.83584969591383,25.972209541168027
Epsilon Greedy,19,1.593144339883557,0.4966366695653892,1.5457352971833278,27.46313382349974,14.332486365479195,27.51794483835137
Epsilon Greedy,20,1.591388882029904,0.49839212741904354,1.6259428938005747,29.05452270552964,14.830878492898243,29.143887732151974
Epsilon Greedy,21,1.5927019060034597,0.49707910344548667,1.5908087347217823,30.647224611533087,15.327957596343728,30.734696466873732
Epsilon Greedy,22,1.608320276210663,0.48146073323828564,1.6255953224422277,32.255544887743724,15.809418329582012,32.36029178931597
Epsilon Greedy,23,1.6234350711341834,0.4663459383147645,1.6086921373336307,33.878979958877984,16.275764267896783,33.96898392664962
Epsilon Greedy,24,1.608268958381134,0.4815120510678129,1.5912942784099344,35.487248917259095,16.75727631896458,35.560278205059596
Epsilon Greedy,25,1.6354101606504539,0.45437084879849426,1.6224990305839724,37.12265907790951,17.211647167763072,37.18277723564349
Epsilon Greedy,26,1.6284238650706153,0.46135714437833386,1.6579234976696788,38.7510829429802,17.67300431214139,38.840700733313156
Epsilon Greedy,27,1.6568688100903761,0.43291219935857234,1.5246042859120017,40.407951753070485,18.105916511499967,40.365305019225154
Epsilon Greedy,28,1.6465151679752745,0.4432658414736743,1.691628688787508,42.05446692104578,18.549182352973638,42.05693370801271
Epsilon Greedy,29,1.650367095917727,0.4394139135312214,1.6722492478150999,43.70483401696354,18.98859626650486,43.72918295582775
Expected Reward UCB,0,0.8726845412792164,1.2170964681697294,0.8317821687289063,0.8726845412792164,1.2170964681697294,0.8317821687289063
Expected Reward UCB,1,0.9429901183135136,1.1467908911354323,0.9766419952325106,1.8156746595927324,2.3638873593051604,1.8084241639614158
Expected Reward UCB,2,1.0373420906249866,1.0524389188239613,1.033242074790162,2.853016750217716,3.416326278129124,2.8416662387515785
Expected Reward UCB,3,1.1888112223346183,0.90096978711433,1.161519206752108,4.041827972552337,4.317296065243441,4.0031854455036875
Expected Reward UCB,4,1.2799040580464285,0.8098769514025167,1.3120561714139793,5.3217320305987705,5.127173016645968,5.3152416169176595
Expected Reward UCB,5,1.366362869176266,0.7234181402726797,1.3327367095934992,6.68809489977503,5.850591156918636,6.647978326511157
Expected Reward UCB,6,1.4237083463349558,0.6660726631139922,1.3581806732207555,8.111803246109979,6.516663820032636,8.006158999731918
Expected Reward UCB,7,1.4156266738709116,0.6741543355780336,1.3306503577570992,9.527429919980909,7.190818155610676,9.336809357489011
Expected Reward UCB,8,1.4745024349648348,0.6152785744841122,1.5031194595144663,11.001932354945733,7.806096730094777,10.839928817003482
Expected Reward UCB,9,1.5067024917744594,0.5830785176744877,1.4574834856011356,12.508634846720206,8.389175247769263,12.297412302604606
Expected Reward UCB,10,1.5223777684736708,0.567403240975276,1.5008039016703558,14.031012615193871,8.95657848874455,13.798216204274985
Expected Reward UCB,11,1.550419114699722,0.5393618947492237,1.4903849451507356,15.581431729893572,9.495940383493776,15.288601149425725
Expected Reward UCB,12,1.5748625459136498,0.5149184635352978,1.5844852082985972,17.156294275807223,10.010858847029061,16.873086357724315
Expected Reward UCB,13,1.5779244954522136,0.5118565139967339,1.6052432035700734,18.73421877125945,10.522715361025808,18.47832956129437
Expected Reward UCB,14,1.6037421846559565,0.4860388247929901,1.6303127347651103,20.337960955915367,11.008754185818797,20.108642296059454
Expected Reward UCB,15,1.600338968170641,0.48944204127830515,1.6137880385925947,21.938299924086042,11.498196227097102,21.72243033465208
Expected Reward UCB,16,1.6262134253582698,0.46356758409067694,1.7124373044838648,23.564513349444315,11.961763811187785,23.434867639135977
Expected Reward UCB,17,1.6288737019286452,0.46090730752030123,1.6297787057572084,25.193387051372977,12.422671118708074,25.064646344893205
