Method,Round,Expected Reward,Regret,Real Reward,Cumulated Expected Reward,Cumulated Regret,Cumulated Real Reward
expected Reward Proxi,28,1.4953189869544965,0.7398235320936783,1.4260582151657355,38.831199733019844,28.882419466375794,38.82995253808055
expected Reward Proxi,29,1.5004169848879443,0.7262504524928273,1.4573585616671954,40.33161671790773,29.608669918868614,40.287311099747626
expected Reward Ellipsoid,0,0.9499214432170083,1.4549410288857487,0.9576289262661856,0.9499214432170083,1.4549410288857487,0.9576289262661856
expected Reward Ellipsoid,1,1.1051300867320855,1.2985923954859375,1.1360661834166674,2.0550515299490986,2.75353342437169,2.093695109682861
expected Reward Ellipsoid,2,1.2018284841162334,1.1997260765951347,1.2228934694843905,3.2568800140653282,3.9532595009668174,3.3165885791672225
expected Reward Ellipsoid,3,1.3510607213587151,1.047350757468302,1.3228445450767412,4.607940735424033,5.0006102584351195,4.6394331242439675
expected Reward Ellipsoid,4,1.4292967205582938,0.962908861804176,1.352338877625392,6.0372374559823365,5.963519120239323,5.991772001869372
expected Reward Ellipsoid,5,1.5141924125607669,0.8720737615554153,1.5282704922078716,7.5514298685430905,6.835592881794723,7.5200424940772415
expected Reward Ellipsoid,6,1.5658571361949363,0.8109403280492583,1.5765792502019949,9.11728700473806,7.646533209843975,9.096621744279252
expected Reward Ellipsoid,7,1.6157054741728043,0.7507152569611851,1.5856839169787729,10.732992478910864,8.39724846680515,10.682305661258031
expected Reward Ellipsoid,8,1.6505025560056246,0.7060696627402845,1.6574161150603532,12.383495034916436,9.10331812954544,12.339721776318367
expected Reward Ellipsoid,9,1.656328017948146,0.688889522863563,1.6690609824737501,14.039823052864614,9.792207652409006,14.00878275879212
expected Reward Ellipsoid,10,1.6744101125073088,0.6611647299890935,1.6905984309974313,15.714233165371935,10.453372382398099,15.69938118978954
expected Reward Ellipsoid,11,1.6731875796856157,0.6530692533627573,1.652126171616047,17.387420745057494,11.106441635760852,17.351507361405584
expected Reward Ellipsoid,12,1.6698236679233194,0.6469177348268226,1.627346031008569,19.05724441298084,11.753359370587683,18.97885339241415
