Round,Expected Reward,Regret,Real Reward,exploration_parameter
1,1.239667342016419,1.0190469438132232,1.272091566677278,0.5
2,1.2819355072159366,0.9767787786137062,1.2313241249785865,0.5
3,1.3049144907036667,0.9537997951259771,1.331367224180112,0.5
4,1.349756145131115,0.9089581406985263,1.3453662813741183,0.5
5,1.3884922398111188,0.8702220460185239,1.4174220510647295,0.5
6,1.4107458601725373,0.8479684256571045,1.4133273503775194,0.5
7,1.416705726587184,0.8420085592424588,1.4821613551816297,0.5
8,1.439177194653544,0.8195370911760969,1.4743188197344468,0.5
9,1.4404084452796488,0.8183058405499943,1.4712815150544716,0.5
10,1.4824839456376082,0.776230340192033,1.5142858898663445,0.5
11,1.5066950600263849,0.7520192258032564,1.458245650163439,0.5
12,1.5229872452945943,0.735727040535045,1.6052991050648437,0.5
13,1.5326263743383601,0.726087911491279,1.500791634236336,0.5
14,1.53307727351892,0.7256370123107206,1.5333022855637928,0.5
15,1.5669194527530377,0.6917948330766033,1.627235758797811,0.5
16,1.5778084461053064,0.6809058397243368,1.59312282579375,0.5
17,1.6093317672241378,0.6493825186055009,1.6650316838803016,0.5
18,1.615668349431544,0.6430459363980973,1.6702393882643898,0.5
19,1.6277661280425808,0.63094815778706,1.604946838075075,0.5
0,1.2233533235920588,1.0213568337983774,1.228023582678263,1.0
1,1.2480224454086761,0.9966877119817611,1.2098866175242766,1.0
2,1.267008334626919,0.9777018227635168,1.2536154577257654,1.0
3,1.3193742511834636,0.9253359062069734,1.341673382663023,1.0
4,1.3555519774362483,0.8891581799541891,1.366646672517897,1.0
5,1.3669848482925304,0.8777253090979078,1.4002904657470352,1.0
6,1.4083232054561736,0.8363869519342638,1.4261480471898311,1.0
7,1.4166005804773245,0.8281095769131129,1.3346460520506223,1.0
8,1.4342325962204305,0.8104775611700087,1.444904616100184,1.0
9,1.4680348875076938,0.7766752698827449,1.5130150472689348,1.0
10,1.5004838559872546,0.7442263014031848,1.4973685304849764,1.0
11,1.5009322341143165,0.7437779232761237,1.5059976810601277,1.0
12,1.540556133744583,0.7041540236458579,1.5575733926338882,1.0
13,1.5452344910691393,0.6994756663212994,1.6473236532726476,1.0
14,1.5531708090221212,0.6915393483683168,1.5568351213524934,1.0
15,1.5910542249127113,0.6536559324777271,1.5509644256969193,1.0
16,1.6007138035236992,0.6439963538667384,1.5349295707509054,1.0
17,1.6007455221150513,0.643964635275389,1.5531141781643683,1.0
18,1.6254168126212305,0.6192933447692058,1.6008544065239316,1.0
19,1.6224411217730803,0.6222690356173554,1.6402634422602447,1.0
